songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
45    0.76    0.71    0.83    0.86    0.83    0.89    0.58    0.51    0.67    0.84    0.78    0.91
46    0.63    0.57    0.74    0.82    0.81    0.83    0.48    0.47    0.49    0.58    0.43    0.91
47    0.52    0.65    0.59    0.81    0.73    0.90    0.19    0.76    0.11    0.56    0.45    0.74
48    0.71    0.77    0.68    0.81    0.81    0.82    0.47    0.68    0.36    0.83    0.82    0.85
49    0.69    0.68    0.71    0.82    0.82    0.82    0.68    0.65    0.71    0.57    0.56    0.59
50    0.78    0.93    0.71    0.96    0.94    0.98    0.55    0.96    0.38    0.83    0.89    0.78
51    0.69    0.79    0.67    0.89    0.86    0.93    0.46    0.85    0.31    0.71    0.67    0.77
52    0.62    0.59    0.81    0.89    0.81    0.98    0.11    0.06    0.61    0.86    0.90    0.83
53    0.57    0.54    0.90    0.88    0.80    0.99    0.11    0.06    1.00    0.73    0.76    0.70
54    0.65    0.66    0.64    0.70    0.65    0.75    0.55    0.66    0.46    0.70    0.67    0.72
55    0.76    0.79    0.73    0.94    0.96    0.91    0.69    0.74    0.66    0.65    0.68    0.63
56    0.76    0.87    0.70    0.87    0.88    0.87    0.52    0.78    0.39    0.89    0.94    0.84
57    0.74    0.77    0.73    0.86    0.79    0.94    0.47    0.63    0.37    0.90    0.91    0.89
58    0.70    0.69    0.73    0.83    0.80    0.87    0.56    0.66    0.49    0.69    0.60    0.81
59    0.67    0.77    0.62    0.88    0.88    0.87    0.40    0.67    0.29    0.73    0.77    0.70
60    0.76    0.79    0.75    0.76    0.72    0.81    0.67    0.82    0.57    0.86    0.84    0.88
61    0.84    0.87    0.82    0.88    0.86    0.91    0.78    0.85    0.72    0.87    0.90    0.84
62    0.74    0.85    0.68    0.84    0.80    0.88    0.59    0.89    0.45    0.79    0.88    0.72
63    0.65    0.70    0.65    0.83    0.72    0.96    0.42    0.67    0.31    0.70    0.72    0.68
64    0.59    0.50    0.73    0.72    0.66    0.78    0.49    0.41    0.61    0.56    0.43    0.80
average    0.66    0.65    0.74    0.77    0.73    0.83    0.51    0.55    0.56    0.72    0.68    0.82
